"IBM",77.82,"6/10/2002","12:14pm",-0.48,77.75,78.80,77.10,3418300
"MSFT",52.80,"6/10/2002","12:19pm",+0.82,51.65,52.94,51.46,17516400
"DELL",26.43,"6/10/2002","12:19pm",+0.15,26.20,26.55,26.01,6599900
"CSCO",15.691,"6/10/2002","12:19pm",-0.039,15.59,15.86,15.47,24293800
"AMZN",17.1871,"6/10/2002","12:19pm",-1.3929,17.90,18.12,17.02,5828900
"PCLN",4.34,"6/10/2002","12:19pm",+0.51,4.02,4.42,4.01,2497100
